rang,repo,url,etoiles,forks,cree,pousse,langage,tier,score,axes,topics,description
3354,TangerineSec/FirmwareHTMLReportWithEmux,https://github.com/TangerineSec/FirmwareHTMLReportWithEmux,1,0,2024-01-16,2024-01-16,HTML,C,0,,firmware-analysis,这是使用emua固件检测软件的即时报告，每个报告花费机器检测时间在3小时以上，能够查看所有在二进制文件中system、strcat等危险函数的具体位置，为下一步选择二进制文件分析和函数溯源做选择和使用。
3355,gulaschskanone/ep_resizable_bars,https://github.com/gulaschskanone/ep_resizable_bars,1,1,2015-08-20,2016-01-31,JavaScript,C,0,,,Makes chatbox resizable
3356,variantdev/setup-variant,https://github.com/variantdev/setup-variant,1,0,2019-10-09,2023-01-04,TypeScript,C,0,,,Set up your GitHub Actions workflow with a specific version of Variant
3357,fabsor/varnish-setups,https://github.com/fabsor/varnish-setups,1,0,2011-03-11,2011-06-06,PHP,C,0,,,Various varnish setups for testing the varnish module
3358,Vardot/setup-varbase-ai,https://github.com/Vardot/setup-varbase-ai,1,0,2024-03-25,2025-01-12,,C,0,,ai artificial-intelligence drupal-recipes recipe varbase-recipes,"A Drupal recipe to setup default Varbase AI installed modules, configs and permissions."
3359,zenoyu/aws-varnish-behind-elasticbeanstalk-setup,https://github.com/zenoyu/aws-varnish-behind-elasticbeanstalk-setup,1,0,2024-04-10,2024-04-16,VCL,C,0,,,Setup Varnish behind AWS Elasticbeanstalk / ELB
3360,Raghav-Guru/knoxsso-setup-for-various-IDP-,https://github.com/Raghav-Guru/knoxsso-setup-for-various-IDP-,1,1,2019-11-05,2020-07-13,,C,0,,,For documenting configs used on IDP and knoxsso
3361,OldMate6288/Pico-W-Various-LCD-Setups,https://github.com/OldMate6288/Pico-W-Various-LCD-Setups,1,1,2022-07-15,2022-09-12,Python,C,0,,,Pico W webserver setup for various LCD's
3362,mnbram/bioseq-mode,https://github.com/mnbram/bioseq-mode,1,1,2017-06-22,2017-06-22,Emacs Lisp,C,0,,,An Emacs major mode for viewing and editing DNA and peptide sequences
3363,wildangeek/biostudents-module,https://github.com/wildangeek/biostudents-module,1,0,2020-06-19,2020-06-19,HTML,C,0,,,
3364,Wolferax/Biospheres-mod-officall,https://github.com/Wolferax/Biospheres-mod-officall,1,0,2020-05-04,2020-05-04,,C,0,,,Biospheres mod 1.15.2 {Wolferus__]
3365,zulicheg/rx550-bios-mod,https://github.com/zulicheg/rx550-bios-mod,1,0,2018-03-20,2018-03-20,,C,0,,,Модифицированные BIOS-ы для Radeon RX550 (под алгоритмы CryptoNight & Ethash)
3366,rbwsok/3dfx-BIOS-mod,https://github.com/rbwsok/3dfx-BIOS-mod,1,0,2019-03-01,2019-03-03,Assembly,C,0,,,[Archive] BIOS with setup and overclocking without operation system
3367,Tempo85/DCS-Bios-Module-Test,https://github.com/Tempo85/DCS-Bios-Module-Test,1,0,2021-03-18,2021-03-20,,C,0,,,
3368,rlaace423/t440p-bios-mod,https://github.com/rlaace423/t440p-bios-mod,1,0,2023-10-30,2023-10-30,,C,0,,,
3369,jwagnervaz/ELSA-RX-580-SP-BIOS-MOD,https://github.com/jwagnervaz/ELSA-RX-580-SP-BIOS-MOD,1,0,2023-08-11,2023-08-11,,C,0,,,
3370,djr3tr0/B85-Pro-Gamer-Bios-Mod-Nvme,https://github.com/djr3tr0/B85-Pro-Gamer-Bios-Mod-Nvme,1,0,2023-06-27,2023-06-27,,C,0,,,
3371,jwagnervaz/ELSA-RGB-WHITE-RX-580-SP-BIOS-MOD,https://github.com/jwagnervaz/ELSA-RGB-WHITE-RX-580-SP-BIOS-MOD,1,0,2023-11-20,2023-11-20,,C,0,,,
3372,Blitz517/easygrubscewin,https://github.com/Blitz517/easygrubscewin,1,0,2023-09-03,2023-09-03,Batchfile,C,0,,,Tools to help you change hidden bios settings!
3373,PrasannaJadhav7396/CaseStudy6,https://github.com/PrasannaJadhav7396/CaseStudy6,1,0,2024-03-02,2024-03-03,HCL,C,0,,,"To create a shell script on AWS Linux EC2 instance to read all files from an AWS S3 bucket, which should be not access via internet. Centralize the collection of operating system logs like var/log/messages for all your E"
3374,helsinki-systems/sophos-xgs-letsencrypt,https://github.com/helsinki-systems/sophos-xgs-letsencrypt,1,1,2023-12-29,2024-01-25,Shell,C,0,,,This script installs and configures letsencrypt on your sophos xgs. You can install it by using ssh and running the setup.sh on your system. It creates the folder /var/acme and a script to run the tool on boot up so the 
3375,ezrasingh/acpi-event-manager,https://github.com/ezrasingh/acpi-event-manager,2,0,2024-01-15,2024-01-21,Rust,C,0,,acpi acpi-brightness ubuntu,ACPI Event Manager for brightness control
3376,lunjielee/VoodooI2C-GPIO-Patch,https://github.com/lunjielee/VoodooI2C-GPIO-Patch,2,0,2020-04-03,2020-04-03,,C,0,,acpi hackintosh patch voodooi2c,VoodooI2C patch 
3377,catzy007/AnimeInterface,https://github.com/catzy007/AnimeInterface,2,0,2018-10-28,2020-07-07,C,C,0,,acpi anime reminder telegram-api,Anime Interface is simple program that display any information you want but with somewhat interactive :octocat:
3378,athlonreg/ocbook,https://github.com/athlonreg/ocbook,2,1,2020-02-15,2021-05-20,HTML,C,0,,acpi gitbook oc-little opencore,OpenCore 部件库 GitBook 版
3379,naftulikay/thinkpad-yoga-3rd-gen-acpi,https://github.com/naftulikay/thinkpad-yoga-3rd-gen-acpi,2,1,2018-11-15,2019-05-13,Shell,C,0,,acpi linux thinkpad-x1-yoga,Attempting to patch the ACPI table for ThinkPad Yoga 3rd-Gen on Ubuntu
3380,KernelWanderers/Icarus,https://github.com/KernelWanderers/Icarus,2,0,2022-05-13,2022-05-18,Python,C,0,,acpi acpi-downloader hackintosh kext-downloader kexts opencore,Simple CLI for selecting and downloading Kexts and ACPI patches from Dortania's build repositories.
3381,Deathonus/ACPI.NET,https://github.com/Deathonus/ACPI.NET,2,2,2017-11-30,2017-11-30,C#,C,0,,acpi msdm slic,
3382,ThatOneCalculator/redmibook-pro-15s-acpi-sleep-listener,https://github.com/ThatOneCalculator/redmibook-pro-15s-acpi-sleep-listener,2,2,2024-01-23,2024-08-06,Rust,C,0,,acpi driver linux redmibook rust systemd-service,Fixes suspend-on-lid-close with the Redmibook Pro 15S
3383,lsroe/IPC-Firmware,https://github.com/lsroe/IPC-Firmware,2,0,2020-06-26,2020-06-26,Java,C,0,,binary-analysis firmware-analysis ghidra reverse-engineering,Interprocess communication analysis tools for firmware
3384,GE-P/Gitlab-CI-Variables-Setup,https://github.com/GE-P/Gitlab-CI-Variables-Setup,2,0,2023-10-13,2023-10-13,Python,C,0,,,Python script for managing environment variables in a GitLab project.
3385,Robotics-Club-IITG/Bioscience-Module-YuvaanIITG,https://github.com/Robotics-Club-IITG/Bioscience-Module-YuvaanIITG,2,0,2023-06-28,2023-06-28,Jupyter Notebook,C,0,,,Soil texture classification using CNN
3386,irusanov/nForce2-bios-mod,https://github.com/irusanov/nForce2-bios-mod,2,0,2019-11-21,2021-01-17,Assembly,C,0,,,Award 6.00 mod bioses for Abit NF7 and AN7 motherboards
3387,naivekun/e3c246d2i_bga1440_bios_mod,https://github.com/naivekun/e3c246d2i_bga1440_bios_mod,2,0,2024-10-15,2024-10-15,,C,0,,,
3388,ReimuNotMoe/Linux-on-GK5CP6V-S,https://github.com/ReimuNotMoe/Linux-on-GK5CP6V-S,3,1,2019-10-27,2020-01-21,Shell,C,0,,acpi kubuntu-focus-linux laptop laptop-hardware linux quirks,Quirks to make Linux work flawlessly on GK5CP6V-S based laptops.
3389,hacklian/lenovo_82yu_dsdt_patches,https://github.com/hacklian/lenovo_82yu_dsdt_patches,3,0,2023-07-13,2023-12-28,Shell,C,0,,82yu acpi dsdt interrupts irq lenovo lenovo-ideapad v15g4amn,DSDT Patches for Lenovo 82YU (Lenovo V15 G4 AMN) Notebook
3390,jirutka/acpi-utils,https://github.com/jirutka/acpi-utils,3,0,2021-09-25,2022-11-06,Shell,C,0,,acpi linux power-supply utils,ACPI utilities for use in scripts and one-liners
3391,aymanbagabas/wmidumpper,https://github.com/aymanbagabas/wmidumpper,3,0,2020-11-12,2021-09-29,HTML,C,0,,acpi analyzer wmi,A set of tools to help analyze a WMI ACPI device mapping information and descriptors.
3392,ohbado/SetupShaderVariantCollection,https://github.com/ohbado/SetupShaderVariantCollection,3,0,2020-05-17,2020-05-17,C#,C,0,,,Unity editor extension that automatically creates Unity Shader variant collection.
3393,ersinkoc/cdn-setup-varnish-nginx,https://github.com/ersinkoc/cdn-setup-varnish-nginx,3,1,2023-04-16,2023-04-17,Shell,C,0,,,
3394,tarfeef101/raptoreum_miner_docker,https://github.com/tarfeef101/raptoreum_miner_docker,3,1,2021-11-16,2021-11-16,Shell,C,0,,,"Docker setup to get the latest miner, setup a light mining container configurable via env vars"
3395,insilications/VirtualBiosMod,https://github.com/insilications/VirtualBiosMod,3,0,2021-07-12,2021-07-24,C,C,0,,,
3396,rickerliang/S2600IP_bios_mod,https://github.com/rickerliang/S2600IP_bios_mod,3,0,2018-07-08,2018-07-08,,C,0,,,
3397,haidang140998/GA-Z77-D3H-BIOS-MOD,https://github.com/haidang140998/GA-Z77-D3H-BIOS-MOD,3,0,2020-05-20,2021-08-29,,C,0,,,mod bios
3398,pcfx-devel/PC-FX_Bios_Patches,https://github.com/pcfx-devel/PC-FX_Bios_Patches,3,0,2023-04-16,2023-05-07,,C,0,,,Useful patches for the PC-FX BIOS
3399,inonitz/PrimOS,https://github.com/inonitz/PrimOS,4,0,2021-06-09,2026-02-12,C,C,0,,acpi assembly-x86-64 avl-tree bootloader buddy-allocator c efi gnu-efi interrupt,Operating System Bootloader & Kernel
3400,anarsoul/xps15-acpi-patch,https://github.com/anarsoul/xps15-acpi-patch,4,0,2024-06-18,2026-05-25,Makefile,C,0,,7590 acpi dell linux xps15,Dell XPS15 7590 ACPI patcher
3401,tenpoku1000/UEFI_ACPI_Table_Disp,https://github.com/tenpoku1000/UEFI_ACPI_Table_Disp,4,1,2016-06-05,2016-09-19,C,C,0,,acpi c uefi visualstudio x64,ACPI テーブルの取得結果の表示・ファイルへの保存を行う UEFI アプリケーションです。
3402,jason-c-daniels/Jcd.SRecord,https://github.com/jason-c-daniels/Jcd.SRecord,4,0,2022-07-29,2024-03-14,C#,C,0,,firmware firmware-analysis firmware-tools netstandard21 s-record,A .NET Standard 2.0 library to assist with processing motorola s-record format files used for uploading and processing firmware.
3403,Heyiiiiiiiii/DarkStar-125,https://github.com/Heyiiiiiiiii/DarkStar-125,4,3,2019-11-06,2019-11-06,JavaScript,C,0,,,/ ==UserScript== // @name         Sajan // @namespace    https://github.com/TEAMOVERSONI // @version      1.8.4 // @description  WheelChair // @author       hrt x ttap x MasterP // @match        *://krunker.io/* // @run-
3404,martinsio/biosMods,https://github.com/martinsio/biosMods,4,0,2021-11-20,2022-07-20,,C,0,,,
3405,CuriousGecko/electric-ray,https://github.com/CuriousGecko/electric-ray,5,0,2023-12-02,2024-05-13,Python,C,0,,acpi archlinux battery battery-management-system lenovo-legion pyside6 python3 q,Lenovo Legion Rapid charge & Conservation [linux]
3406,ltworf/python-acpi,https://github.com/ltworf/python-acpi,5,3,2012-11-23,2013-09-11,Python,C,0,,acpi python,"Provides a python module to interface with ACPI things, and a script to listen to events and react to them by changing the frequency or locking the screen."
3407,sjkingo/acpi-brightness,https://github.com/sjkingo/acpi-brightness,5,6,2012-12-03,2018-11-18,C,C,0,,acpi acpi-brightness backlight brightness-level c,Program to modify backlight brightness through ACPI
3408,ssnover/acpi_client,https://github.com/ssnover/acpi_client,5,2,2019-11-06,2022-06-12,Rust,C,0,,acpi linux-tools,Userspace client to the Linux ACPI system written in Rust.
3409,ALinuxPerson/ideapad,https://github.com/ALinuxPerson/ideapad,5,0,2022-01-02,2022-02-09,Rust,C,0,,acpi battery-conservation battery-conservation-mode feature-rich ideapad lenovo ,Utility library for some Lenovo IdeaPad laptops. Supports IdeaPad Intel and AMD Models (15IIL05 and 15ARE05)
3410,jstrieb/remote-ofrak,https://github.com/jstrieb/remote-ofrak,5,0,2023-05-01,2023-05-01,,C,0,,binary-analysis ctf ctf-tools firmware-analysis reverse-engineering,Run OFRAK remotely to modify and repack binaries from your browser
3411,willjow/t440p-bios-patches,https://github.com/willjow/t440p-bios-patches,5,1,2022-08-18,2022-08-18,,C,0,,,
3412,stackcoder/doublepress,https://github.com/stackcoder/doublepress,6,1,2019-03-20,2019-03-20,Shell,C,0,,acpi shutdown shutdown-button shutdown-hook systemd,
3413,OlegBezverhii/SchEl-firmware,https://github.com/OlegBezverhii/SchEl-firmware,6,0,2023-08-04,2024-01-14,C,C,0,,firmware firmware-analysis noe quantum schneider-electric schneider-electric-fir,Schneider Electric firmware
3414,codeBelt/Custom-Environment-Variables-Setup,https://github.com/codeBelt/Custom-Environment-Variables-Setup,6,4,2019-04-09,2021-10-06,TypeScript,C,0,,create-react-app webpack4,Create React App 3.0 and Webpack 4 examples of using custom environment variables.
3415,Ced2911/sega_saturn_bios_patches,https://github.com/Ced2911/sega_saturn_bios_patches,6,1,2021-12-28,2022-04-18,C,C,0,,,
3416,coreboot/qc_blobs,https://github.com/coreboot/qc_blobs,6,6,2020-08-31,2026-01-05,,C,0,,,Read-only mirror of https://review.coreboot.org/qc_blobs. We don't handle pull requests.
3417,protectli-root/build_coreboot,https://github.com/protectli-root/build_coreboot,6,1,2022-09-19,2024-04-03,,C,0,,,
3418,9elements/osf-coreboot-workshop,https://github.com/9elements/osf-coreboot-workshop,6,1,2024-09-04,2025-04-19,,C,0,,,OSFC ODROID H4 coreboot workshop
3419,G33KatWork/Solidrun-Braswell-SOM-Coreboot,https://github.com/G33KatWork/Solidrun-Braswell-SOM-Coreboot,6,1,2017-01-11,2017-01-11,,C,0,,,Coreboot port to the Solidrun Braswell SOMs
3420,linguine2552/t420_coreboot_rom,https://github.com/linguine2552/t420_coreboot_rom,6,0,2020-08-29,2024-04-02,,C,0,,,
3421,hyperb1iss/fake-backlight,https://github.com/hyperb1iss/fake-backlight,7,0,2016-12-11,2021-03-17,Python,C,0,,acpi backlight blade brightness eyes hurt linux pro razer xbacklight xrandr,Control backlight brightness automatically with xbacklight or xrandr
3422,manu88/libACPI,https://github.com/manu88/libACPI,7,2,2019-01-03,2020-11-20,C++,C,0,,acpi aml asl decompiler device-tree,C Library for parsing ACPI tables and AML byte code 
3423,roboard/coreboot,https://github.com/roboard/coreboot,7,4,2015-01-29,2024-07-30,C,C,0,,,
3424,groeck/coreboot,https://github.com/groeck/coreboot,7,2,2012-05-23,2018-09-15,C,C,0,,,fork of coreboot
3425,AndrusK/T420-Coreboot,https://github.com/AndrusK/T420-Coreboot,7,2,2022-06-07,2022-06-09,,C,0,,,
3426,aluciani/coreboot_guide,https://github.com/aluciani/coreboot_guide,7,0,2024-07-05,2024-09-13,,C,0,,,Coreboot and me_cleaner: Free Your BIOS (https://connect.ed-diamond.com/GNU-Linux-Magazine/GLMF-220/Coreboot-et-me_cleaner-liberez-votre-BIOS)
3427,m4rc0linux/x230-coreboot,https://github.com/m4rc0linux/x230-coreboot,7,1,2020-10-14,2020-12-23,,C,0,,12mb coreboot coreboot-images lenovo rom seabios thinkpad vga x230,coreboot built for thinkpad x230
3428,zaolin/coreboot-thinkpad-doc,https://github.com/zaolin/coreboot-thinkpad-doc,7,1,2013-12-28,2019-09-13,,C,0,,,Information about the hardware architecture of lenovo thinkpad's
3429,xSmurf/coreboot_buildroot_project,https://github.com/xSmurf/coreboot_buildroot_project,7,0,2015-10-20,2016-09-29,C,C,0,,,"This repostory contains Buildroot configurations, patches, and additions meant to build a useful Linux+Busybox distribution which can be embedded on the flash memory of ThinkPad X220/X230 machines running Coreboot."
3430,m4rc0linux/coreboot-t400-thinkpad,https://github.com/m4rc0linux/coreboot-t400-thinkpad,7,0,2020-08-28,2020-12-23,,C,0,,bios config coreboot lenovo seabios t400 thinkpad vga,cooreboot rom for thinkpad t400 
3431,sellerie98/Coreboot-ThinkPad-T430,https://github.com/sellerie98/Coreboot-ThinkPad-T430,7,1,2017-08-03,2017-08-03,,C,0,,coreboot documentation flashrom guide linux t430 thinkpad,A comprehensive documentation/guide on how I successfully installed/how to successfully install Coreboot on a Lenovo Thinkpad T430
3432,KrystianD/legionutil,https://github.com/KrystianD/legionutil,8,3,2021-11-09,2021-11-09,C++,C,0,,acpi legion lenovo lenovo-legion linux power,"User-space tool for setting Rapid Charge, Battery Conservation and System Performance mode on Legion laptops."
3433,al3xtjames/hack-acpi,https://github.com/al3xtjames/hack-acpi,8,5,2017-01-16,2018-05-18,Shell,C,0,,acpi dsdt macos,Stripped DSDTs for running macOS on various motherboards
3434,fkie-cad/FACT_firmadyne_analysis_plugin,https://github.com/fkie-cad/FACT_firmadyne_analysis_plugin,8,4,2017-10-26,2018-07-04,Python,C,0,,firmadyne firmware-analysis firmware-tools,Integrates Firmadyne into FACT
3435,immune-gmbh/agent,https://github.com/immune-gmbh/agent,8,1,2021-11-05,2023-12-19,Go,C,0,,firmware-analysis remote-attestation,immune Guard agent application
3436,mytechnotalent/pico-micropython-debug-template,https://github.com/mytechnotalent/pico-micropython-debug-template,8,3,2022-09-17,2025-11-26,Python,C,0,,c cortex-m debugging engineering firmware firmware-analysis firmware-hacking gdb,A Raspberry Pi Pico RP2040 debug template repo with step-by-step instructions on how to freeze your MicroPython files into C firmware and reverse engineer the binary with OpenOCD and GDB.
3437,purism/purism-librem-coreboot-updater,https://github.com/purism/purism-librem-coreboot-updater,8,4,2017-04-15,2018-04-16,Shell,C,0,,,Build & flash coreboot on Purism Librem devices
3438,cyberus-technology/coreboot-linux-loader,https://github.com/cyberus-technology/coreboot-linux-loader,8,3,2021-12-08,2023-08-09,C,C,0,,,
3439,brooksilg/x230-fhd-coreboot,https://github.com/brooksilg/x230-fhd-coreboot,8,0,2021-02-09,2021-02-09,,C,0,,,
3440,Jamesits/DRIPSEnabler,https://github.com/Jamesits/DRIPSEnabler,9,2,2020-02-12,2020-02-28,C,C,0,,acpi drips uefi,Enables Intel PEP (Power Engine Plug-in) and adds support for DRIPS. (Hackindows?)
3441,BlindEyeSoftworks/GetWinPK,https://github.com/BlindEyeSoftworks/GetWinPK,9,0,2022-12-26,2023-02-08,C#,C,0,,acpi acpi-msdm windows-activation windows-product-key,Displays the Windows product key embedded in system firmware.
3442,mrlhansen/sabi,https://github.com/mrlhansen/sabi,9,2,2019-10-28,2024-07-26,C,C,0,,acpi aml interpreter osdev,Simple AML Bytecode Interpreter
3443,BrainSlugs83/NewBiospheresMod,https://github.com/BrainSlugs83/NewBiospheresMod,9,8,2014-10-10,2016-08-22,Java,C,0,,,"An update of Risugami's old Biospheres Mod for Minecraft.  To avoid confusion, I've named it the *New* Biospheres Mod. :-)"
3444,adigeentz/sshcentos6,https://github.com/adigeentz/sshcentos6,9,7,2014-02-18,2023-11-28,,C,0,,,"#!/bin/bash  # initialisasi var OS=`uname -m`; MYIP=`ifconfig | grep -Eo 'inet (addr:)?([0-9]*\.){3}[0-9]*' | grep -Eo '([0-9]*\.){3}[0-9]*' | grep -v '127.0.0.1' | grep -v '127.0.0.2'`; MYIP2=""s/xxxxxxxxx/$MYIP/g"";  # g"
3445,Thrilleratplay/bootsplash-coreboot,https://github.com/Thrilleratplay/bootsplash-coreboot,9,2,2019-12-28,2024-01-04,,C,0,,,Coreboot boot splash
3446,flashrom/directhw,https://github.com/flashrom/directhw,9,3,2016-03-05,2016-03-05,C++,C,0,,,Mirror/fork of https://review.coreboot.org/gitweb?p=directhw.git
3447,meission/grub2,https://github.com/meission/grub2,9,3,2016-07-04,2017-11-24,C,C,0,,bootloader coreboot grub linux x86 x86-64,Bootloader  grub2
3448,shaansubbaiah/powercontrol,https://github.com/shaansubbaiah/powercontrol,10,0,2020-09-14,2020-11-11,Shell,C,0,,14are05 15are05 acpi battery ideapad lenovo power shell-script,"🔋 Shell script to control power and battery settings in Linux on the Lenovo IdeaPad 14ARE05, 15ARE05"
3449,abdullah-erturk/HardwareInfo,https://github.com/abdullah-erturk/HardwareInfo,10,1,2024-11-07,2025-10-22,Batchfile,C,0,,acpi bios cpu hardware hdd info pci smbios software ssd usb windows,Hardware Information vbscript for Windows
3450,wr3nchsr/candytools,https://github.com/wr3nchsr/candytools,10,0,2023-02-19,2023-02-25,Python,C,0,,android android-ota automation firmware-analysis firmware-diffing firmware-tools,Android OTA image analysis preprocessing automation tool.
3451,ADIEngineering/adi_coreboot_public,https://github.com/ADIEngineering/adi_coreboot_public,10,5,2014-09-03,2022-03-16,Perl,C,0,,,adi_coreboot
3452,linuxboot/corebootnerf,https://github.com/linuxboot/corebootnerf,10,4,2019-02-11,2023-01-25,Go,C,0,,,Simple tool to build coreboot/nerf images
3453,coremax/CoreBootstrap,https://github.com/coremax/CoreBootstrap,10,0,2013-01-03,2013-07-20,JavaScript,C,0,,,Module to provides ZF2 integration with Twitter Bootstrap using RWOverdijk/AssetManager and many view helpers.
3454,equk/c710,https://github.com/equk/c710,10,0,2014-06-23,2020-06-10,,C,0,,acer-chromebook-c7 arch-linux archlinux c710 chromebook configuration coreboot c,💻 acer chromebook c7 c710 linux using coreboot
3455,intel/rv-brs-test-suite,https://github.com/intel/rv-brs-test-suite,11,10,2023-05-24,2025-07-28,C,C,0,,acpi brs brs-b brs-i fwts interoperability risc-v sct smbios uefi,The RV BRS test suite checks for compliance against the RVI Boot and Runtime Service specification.
3456,okeri/ideapad-hacks,https://github.com/okeri/ideapad-hacks,11,3,2018-04-28,2023-06-01,C,C,0,,acpi c driver dsdt fn-lock ideapad-hacks ideapad-laptop kernel lenovo lenovo-yog,Yoga 920 fn-lock and conservation mode acpi platform driver
3457,RamRS/biostar-mod-templates,https://github.com/RamRS/biostar-mod-templates,11,4,2018-03-23,2021-04-15,,C,0,,,Moderator Templates for https://www.biostars.org/
3458,hardenedlinux/coreboot4HiFive1,https://github.com/hardenedlinux/coreboot4HiFive1,11,3,2017-08-03,2017-08-04,C,C,0,,coreboot risc-v,coreboot for HiFive1
3459,marcosscriven/chromebook-coreboot,https://github.com/marcosscriven/chromebook-coreboot,11,1,2017-05-06,2017-07-09,Shell,C,0,,,Reproducible build for Chromebook ROMs
3460,DanielG/asmb4,https://github.com/DanielG/asmb4,11,2,2018-11-03,2018-11-03,,C,0,,,ASMBv4 compatible SPI flash PCB for coreboot+OpenBMC on KCMA-D8 and KGPE-D16
3461,supebase/Lenovo-M415-D339-OC,https://github.com/supebase/Lenovo-M415-D339-OC,12,2,2020-10-22,2021-11-15,,C,0,,acpi efi hackintosh kexts macos opencore,联想启天 M415-D339 with OpenCore
3462,Lunm0us/linux-tp1gen3,https://github.com/Lunm0us/linux-tp1gen3,12,4,2019-11-08,2020-05-25,C,C,0,,acpi dsdt linux x1-tablet,Patches to get the Lenovo X1 Tablet working with Linux
3463,pil4/Thinkpad-BIOS-MOD,https://github.com/pil4/Thinkpad-BIOS-MOD,12,2,2019-10-27,2019-11-15,,C,0,,,"T430, T440p, T440s, T450s, X1C3, X230, X240, X250 for patch module"
3464,notthebee/revertcoreboot,https://github.com/notthebee/revertcoreboot,12,1,2018-09-07,2018-09-11,,C,0,,,Reverting coreboot installation on Thinkpad X220. Moved to https://notthebe.ee/blog/revert-coreboot/
3465,DuPAL-PAL-DUmper/DuPAL_Firmware,https://github.com/DuPAL-PAL-DUmper/DuPAL_Firmware,13,3,2020-08-13,2020-11-21,C,C,0,,archival atmega328p atmel avr pal reverse-engineering vintage-computers,Firmware for the DuPAL board.
3466,furrtek/HanoverFlipDot,https://github.com/furrtek/HanoverFlipDot,13,0,2017-10-03,2017-10-03,Assembly,C,0,,6502 assembly control-board disassembly display embedded firmware flipdots hanov,Analysis of a Hanover Displays flip-dot display firmware
3467,pedro/quick_sendgrid,https://github.com/pedro/quick_sendgrid,13,0,2009-09-11,2011-09-08,Ruby,C,0,,,Rails plugin to setup ActionMailer to use sendgrid (configurable via ENV vars)
3468,Nitrokey/coreboot-builder,https://github.com/Nitrokey/coreboot-builder,13,6,2021-02-07,2026-02-16,C,C,0,,,Builder Repository for Coreboot with Tianocore Firmware
3469,pcengines/pce-fw-builder,https://github.com/pcengines/pce-fw-builder,13,10,2017-12-28,2024-11-04,Shell,C,0,,,PC Engines firmware builder based on coreboot-sdk
3470,Nold360/switch_linux_kit,https://github.com/Nold360/switch_linux_kit,13,13,2018-04-25,2018-06-03,Shell,C,0,,,"Kit for building u-boot, coreboot, shofel2, imx_usb_loader & linux kernel using Docker Toolchain"
3471,3mdeb/openpower-coreboot-docs,https://github.com/3mdeb/openpower-coreboot-docs,13,3,2020-12-02,2022-07-12,C++,C,0,,,Documentation related to POWER9 coreboot porting effort
3472,lheckemann/coreboot-gru-bob-nix,https://github.com/lheckemann/coreboot-gru-bob-nix,13,2,2019-11-23,2021-06-21,Nix,C,0,,,
3473,u-root/sim86,https://github.com/u-root/sim86,13,2,2017-12-12,2018-05-01,C,C,0,,coreboot emulator go x86,coreboot x86 simulator being converted to Go.
3474,cawilliamson/coreboot-gpdpocket2,https://github.com/cawilliamson/coreboot-gpdpocket2,13,1,2019-01-23,2019-01-27,C,C,0,,,
3475,mikebdp2/AMD_coreboot_G505S_A88XM-E_AM1I-A_builds,https://github.com/mikebdp2/AMD_coreboot_G505S_A88XM-E_AM1I-A_builds,13,0,2019-06-16,2026-04-01,C,C,0,,,Some AMD coreboot G505S A88XM-E AM1I-A builds for demo purposes. BUILD YOUR OWN !
3476,Baio1977/Acer-Aspire-A515-54g-CPU-10xxx,https://github.com/Baio1977/Acer-Aspire-A515-54g-CPU-10xxx,14,2,2020-12-16,2025-07-06,ASL,C,0,,acer acpi efi hackintosh opencore ssdt,MacOS on Acer Aspire A515-54g
3477,Flopz-Project/flopz,https://github.com/Flopz-Project/flopz,14,1,2021-11-16,2024-06-22,Python,C,0,,assembly binary-instrumentation embedded firmware firmware-instrumentation rever,Flopz - Firmware Liberation on Python 
3478,pcengines/sortbootorder,https://github.com/pcengines/sortbootorder,15,6,2016-03-25,2025-05-30,C,C,0,,,Coreboot payload for PC Engines APU2 that sort boot order and save it to flash.
3479,byteworks-ch/pcengines-apu-bios,https://github.com/byteworks-ch/pcengines-apu-bios,15,2,2014-06-27,2014-07-21,C,C,0,,,The BIOS for the PC Engines apu system board (based on the open source system BIOS CoreBoot)
3480,kde2podfreebsd/Bitmain-Antminer-S17-Reverse-Firmware,https://github.com/kde2podfreebsd/Bitmain-Antminer-S17-Reverse-Firmware,16,2,2022-10-12,2023-11-26,Shell,C,0,,firmware reverse-engineering,Bitmain Antminer S17 - Reverse Firmware | Reversed by @deraswer & @kde2podfreebsd | Реверс прошивки для асика Bitmain Antminer S17
3481,frizzoot/BRCM-Unpack,https://github.com/frizzoot/BRCM-Unpack,16,2,2024-10-05,2025-10-03,Shell,C,0,,bash brcm embedded firmware reverse-engineering,BRCM Firmware Image Unpacker
3482,m4rc0linux/t430-coreboot,https://github.com/m4rc0linux/t430-coreboot,16,0,2020-10-15,2020-12-23,,C,0,,coreboot coreboot-rom flash lenovo rom-bs seabios t430 thinkpad vga,coreboot rom for thinkpad t430
3483,timsavage/fg100alt-firmware,https://github.com/timsavage/fg100alt-firmware,17,8,2015-10-09,2022-08-22,C,C,0,,avr firmware reverse-engineering,Alternate firmware for the FG-100 function generator
3484,coreboot-builder/coreboot-builder,https://github.com/coreboot-builder/coreboot-builder,17,10,2016-06-24,2017-06-01,Ruby,C,0,,coreboot firmware firmware-configuration ruby-on-rails uefi,Coreboot Builder
3485,m4rc0linux/x220-coreboot,https://github.com/m4rc0linux/x220-coreboot,17,0,2020-06-07,2020-12-23,,C,0,,bios bootsplash coreboot lenovo rom seabios thinkpad thinkpadx220 vga-bootsplash,"My my coreboot built for the thinkpad x220, including vga bootsplash, boot menu wait set to 1 sec, and me_cleaner"
